image_id,image_path,label,class,source,magnification,width,height,channels,split,md5_hash
histo_01055,histopathology/images/histo_01055.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,320c3763c92f8ab6aaa7db3d06b0c64c
histo_01056,histopathology/images/histo_01056.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,e5c79ed087f091bd5325d1595431218b
histo_01057,histopathology/images/histo_01057.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,c556049eef97b86a2a41b7b03f7de0f1
histo_01058,histopathology/images/histo_01058.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,2e5c90e02f9e633429f22542686e260d
histo_01059,histopathology/images/histo_01059.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,4c17575b8bcb911e0240c6904dda6dc1
histo_01060,histopathology/images/histo_01060.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,3d2739cceb038343c62aea391fd281eb
histo_01061,histopathology/images/histo_01061.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,e906dcd93eae12caa4dc5396600960a1
histo_01062,histopathology/images/histo_01062.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,cd9aa4441d44f1f39893dd2d6212ef57
histo_01063,histopathology/images/histo_01063.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,79642acfe75466aa5632be201c7449ad
histo_01064,histopathology/images/histo_01064.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,dd24620eee1446e36bdca69d64022377
histo_01065,histopathology/images/histo_01065.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,9026c05d785f6dce5557adec737ac473
histo_01066,histopathology/images/histo_01066.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,d79643ea88b70308f394053322b42f2c
histo_01067,histopathology/images/histo_01067.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,0416bdd358e187dc5ec174057986bc3d
histo_01068,histopathology/images/histo_01068.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,67d3e710ae7408c756d4c04e794b0b90
histo_01069,histopathology/images/histo_01069.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,ebb3836fa88cbd4f065fb7013159864c
histo_01070,histopathology/images/histo_01070.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,2766c0acffa220a664cb2a02b4872898
histo_01071,histopathology/images/histo_01071.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,a26b100198e68a0f6aaaf8a01c076fe3
histo_01072,histopathology/images/histo_01072.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,67fad4d4319293ac9197cd13a840cdd8
histo_01073,histopathology/images/histo_01073.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,aba8e4c39cb45dde53df0e197969588a
histo_01074,histopathology/images/histo_01074.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,1685fa807770868f65c0ac8ce6bba7f0
histo_01075,histopathology/images/histo_01075.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,172576564198c293ad8efc830f3eea67
histo_01076,histopathology/images/histo_01076.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,2bf35eb5615b9e63c994a9a3d48e386b
histo_01077,histopathology/images/histo_01077.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,bae4bc0b2cccb966bd4160547a998787
histo_01078,histopathology/images/histo_01078.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,decb2f7905f774820fce44834a342dc0
histo_01079,histopathology/images/histo_01079.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,a27351572e8786f9f22a07d0b064a619
histo_01080,histopathology/images/histo_01080.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,40a71a4799250debe80a3f612c9db029
histo_01081,histopathology/images/histo_01081.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,37e6f0cbf3cbb39db5b447e5cf9b2561
histo_01082,histopathology/images/histo_01082.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,894d2a2496bdab85abd755ab82056c8a
histo_01083,histopathology/images/histo_01083.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,8659f1c11ea4bae0109fcf82d46db0b5
histo_01084,histopathology/images/histo_01084.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,f4ca97c8c4a4b0a846b94bcce7dcbb78
histo_01085,histopathology/images/histo_01085.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,459329f2acc6c180bfa0a5dfcdcc0bc7
histo_01086,histopathology/images/histo_01086.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,78ffeea89950c9d6c71a7d8fe34e2d27
histo_01087,histopathology/images/histo_01087.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,dbc1b1f7ad011883946fd3dcedfee2aa
histo_01088,histopathology/images/histo_01088.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,f3de08acd4ddd23d48a216969ddd979c
histo_01089,histopathology/images/histo_01089.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,c82860f299cd2b30f9168872d42b447a
histo_01090,histopathology/images/histo_01090.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,1a1e38ffedc753531f2a63f88be88111
histo_01091,histopathology/images/histo_01091.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,3c25b7a7709a21ea3c9efe761ee60225
histo_01092,histopathology/images/histo_01092.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,f1e9eabda4ff03149fa3704c9adba53c
histo_01093,histopathology/images/histo_01093.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,e2f75affa8eb9d522dc0ae2ab36a818f
histo_01094,histopathology/images/histo_01094.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,e87fe8aa6d24caa3a30337bb23c9f4db
histo_01095,histopathology/images/histo_01095.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,0a23bc7edf91ec01de18e17ae342fec0
histo_01096,histopathology/images/histo_01096.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,e261248720b33e7aa5672bcff82d87ac
histo_01097,histopathology/images/histo_01097.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,d79322f0ffc5df28fad4d74ea5319f27
histo_01098,histopathology/images/histo_01098.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,b07aa020aa300a400fa9f08f5a852d93
histo_01099,histopathology/images/histo_01099.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,e43abd338b75319860fbd63b5af47126
histo_01100,histopathology/images/histo_01100.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,efaafca66322a57bb2e612139efef8a2
histo_01101,histopathology/images/histo_01101.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,abc9a3de930947cc65e53439fea913b4
histo_01102,histopathology/images/histo_01102.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,70e47f96b707e156260af2730f08b0ce
histo_01103,histopathology/images/histo_01103.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,517b7f4d8fdcb97f7b232447823bd03b
histo_01104,histopathology/images/histo_01104.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,3ca12f4b22f9d06c8a9cfda73033ca44
histo_01105,histopathology/images/histo_01105.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,8ba1de20ef59edcdc487736104fe12f8
histo_01106,histopathology/images/histo_01106.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,9f03dee9d5669f3428c810faa9e415aa
histo_01107,histopathology/images/histo_01107.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,981426b476db31557d307b3fa4ab4c8f
histo_01108,histopathology/images/histo_01108.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,0eaaa2f3820dfe43a157604f0491764e
histo_01109,histopathology/images/histo_01109.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,a9409e1d9f2330b4946e367f2c435cd9
histo_01110,histopathology/images/histo_01110.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,2874d0136994588d78bb51b76f8fdacd
histo_01111,histopathology/images/histo_01111.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,f1640e79b5644922435fef7946abcf41
histo_01112,histopathology/images/histo_01112.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,58e60e1ca7603d3bbb236c6c86d05484
histo_01113,histopathology/images/histo_01113.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,b3ab740fac6f87366303718bfbc595a9
histo_01114,histopathology/images/histo_01114.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,685359f4cc4108497e5a6e3670666301
histo_01115,histopathology/images/histo_01115.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,9f6d1b03cf0454bd99533d5e76710867
histo_01116,histopathology/images/histo_01116.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,85a50a126f3afec36c0fb38f3c837a8f
histo_01117,histopathology/images/histo_01117.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,d7224f160d7812e0e267e2dc9fadb146
histo_01118,histopathology/images/histo_01118.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,8d8dbefefa00d083c5b1442970ed7441
histo_01119,histopathology/images/histo_01119.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,e28fb0b9b2f96d6e7285369ae9e9812f
histo_01120,histopathology/images/histo_01120.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,2d4f8e51b1d5501ff0263c4ed4ded1df
histo_01121,histopathology/images/histo_01121.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,3c6b0cbcadafb1b18671f0d8e7f226bc
histo_01122,histopathology/images/histo_01122.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,f1d32537e0329bc744763e188ba45a64
histo_01123,histopathology/images/histo_01123.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,b1791b4347684d508fc24dd35f4f2125
histo_01124,histopathology/images/histo_01124.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,78d4069e69a60ec2b0b8ea9e0326a390
histo_01125,histopathology/images/histo_01125.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,d9adfd39119c5579017f44fcec7254f6
histo_01126,histopathology/images/histo_01126.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,79f274e9a15fa3cec39d0e9107c5ba2b
histo_01127,histopathology/images/histo_01127.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,d68ef624d67277f46ec5628df715ab9d
histo_01128,histopathology/images/histo_01128.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,15e8ce9cbebb9b4ebb26f400f38cd45f
histo_01129,histopathology/images/histo_01129.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,80a129d9a1dfc13f5796f4ddfea4e4b0
histo_01130,histopathology/images/histo_01130.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,bc00b38922b0f03b41f4f05c56328688
histo_01131,histopathology/images/histo_01131.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,c4a4548f85cea99d0e3d44767b705915
histo_01132,histopathology/images/histo_01132.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,79c9e41a20fa24270b125d296f8ee3ac
histo_01133,histopathology/images/histo_01133.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,7f958c1510e019ea9411cc9d0fbf02cb
histo_01134,histopathology/images/histo_01134.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,b8e50492ec69ddff251e71ec3bd9c35d
histo_01135,histopathology/images/histo_01135.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,3c187e441dc5fe0911b356d55a63db21
histo_01136,histopathology/images/histo_01136.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,83855405af6a5d110b2a683f7bad9289
histo_01137,histopathology/images/histo_01137.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,220f39bc8b66be398c25ec97bc4e7c15
histo_01138,histopathology/images/histo_01138.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,435d76a884928093e37f4846ba7d0e28
histo_01139,histopathology/images/histo_01139.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,885e14d948823818a2f8b296c8c8f334
histo_01140,histopathology/images/histo_01140.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,72047c87f70b98b99054550ef2407779
histo_01141,histopathology/images/histo_01141.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,f582cfbfc5c0b963e19779affc5f7e51
histo_01142,histopathology/images/histo_01142.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,79702beb934db0aeac9721dd6c9cd044
histo_01143,histopathology/images/histo_01143.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,e753fcd31c8e4725a9e3e1f8d980fe93
histo_01144,histopathology/images/histo_01144.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,701acfed39fcb66777f6ce0ff51ae9a3
histo_01145,histopathology/images/histo_01145.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,738f9ce850a7d92feb87d1e72576c84f
histo_01146,histopathology/images/histo_01146.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,424abf961c8f81b58d1673bdc91cd2c8
histo_01147,histopathology/images/histo_01147.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,269b014a3f024f1ec27a178bcb5d68fb
histo_01148,histopathology/images/histo_01148.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,0c188403a3a9dfdd44ca762fbb8ee704
histo_01149,histopathology/images/histo_01149.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,c5df9adbdd776f78bf4f7cadfd0ad4f3
histo_01150,histopathology/images/histo_01150.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,4e2f3faacf001d9a4efc9ca9d864c4f8
histo_01151,histopathology/images/histo_01151.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,85c160208ee77a0357079725c3c5c776
histo_01152,histopathology/images/histo_01152.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,05d109477dccadfe2f2c60f9382d23ff
histo_01153,histopathology/images/histo_01153.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,67cc579583bc9f7edea8f782c1719f88
histo_01154,histopathology/images/histo_01154.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,439e7ffe0e6497854262f83eceec1387
histo_01155,histopathology/images/histo_01155.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,e200c2117361e3b988f5446857678dc2
histo_01156,histopathology/images/histo_01156.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,ec416fdb49cfe4d938a2d3104b01e414
histo_01157,histopathology/images/histo_01157.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,a2788d0689aa66400652fcd0da94d380
histo_01158,histopathology/images/histo_01158.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,8912b843fc8d920f49ee9fc709dcea2d
histo_01159,histopathology/images/histo_01159.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,f59524a3b144e7fb28466d480a89629d
histo_01160,histopathology/images/histo_01160.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,9865cd54386ce1f43913c94a20fbc292
histo_01161,histopathology/images/histo_01161.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,471bfbf6eb179302609ec3c4403f3d72
histo_01162,histopathology/images/histo_01162.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,0857f1ff3b6b832e4460dc967dd303ee
histo_01163,histopathology/images/histo_01163.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,c49c5c8948b58840320c95f685603e07
histo_01164,histopathology/images/histo_01164.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,f0005ef1dd1b4d52c42c8833ee542478
histo_01165,histopathology/images/histo_01165.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,3a02d5b65339841047427b53b6077a06
histo_01166,histopathology/images/histo_01166.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,8ff7108eedb09151e81d3cb6d7fd5ff3
histo_01167,histopathology/images/histo_01167.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,1fe5c3a3e50ea89f683ba6b76230b8ed
histo_01168,histopathology/images/histo_01168.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,a4c0b409e5de37719c53fd5ace867049
histo_01169,histopathology/images/histo_01169.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,313f520876fc08b02fb57f7f8bba0cd4
histo_01170,histopathology/images/histo_01170.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,33556cc1a91c880151ee8edd594e7bb3
histo_01171,histopathology/images/histo_01171.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,82d5f5fec185a87eb9139dceb72e696a
histo_01172,histopathology/images/histo_01172.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,4ed422afd180d13bdd130bf0480a71be
histo_01173,histopathology/images/histo_01173.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,fdcee1bbaebcec80a7ee8186f35ea974
histo_01174,histopathology/images/histo_01174.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,dcf2593d44c3ceaeafbbe1633c075202
histo_01175,histopathology/images/histo_01175.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,22fa9da276ccc90b9bc25ef67bc46a8c
histo_01176,histopathology/images/histo_01176.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,e0f42feb8bbe696c916d132861a461b7
histo_01177,histopathology/images/histo_01177.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,62e28a2a1ef0b522c89b16c62e5c82ed
histo_01178,histopathology/images/histo_01178.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,47ae1c0de2726631d9a859b7c124c0d2
histo_01179,histopathology/images/histo_01179.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,7da5464a2a4c52d9817ab68798d14c18
histo_01180,histopathology/images/histo_01180.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,a25bb6509dc888f7d0755feb35adcfbe
histo_01181,histopathology/images/histo_01181.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,632bead7726ff2e39fbb02e32e90b038
histo_01182,histopathology/images/histo_01182.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,be4a0dfac3495a12e6bffa5dd4adb00e
histo_01183,histopathology/images/histo_01183.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,3a6918c2b79c4a1182d5969f299d6055
histo_01184,histopathology/images/histo_01184.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,e493709b4b61717bfe8cfe02b58a7042
histo_01185,histopathology/images/histo_01185.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,30dd77892766be3c52f3d3fa582984fa
histo_01186,histopathology/images/histo_01186.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,0d6e72b579377566fe9c55cc10485794
histo_01187,histopathology/images/histo_01187.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,275b47f704047139fb4d4780694fc6e9
histo_01188,histopathology/images/histo_01188.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,b409107e0c3fcd531610b2bc0c7b3b69
histo_01189,histopathology/images/histo_01189.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,93236c63a3066ee94b6b12c8b3b1d85b
histo_01190,histopathology/images/histo_01190.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,36bfe7630da25229ff51a1b5c3a19a77
histo_01191,histopathology/images/histo_01191.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,test,bcd98956e3fae97024087da723f59461
histo_01192,histopathology/images/histo_01192.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,199a0313fc46d812ea13ab44181daba6
histo_01193,histopathology/images/histo_01193.png,0,non_idc_or_benign,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,val,daf7a89afae95a2fd90bdb49220e2a38
histo_01194,histopathology/images/histo_01194.png,1,invasive_ductal_carcinoma,Breast Histopathology Images (IDC Benchmark / Cruz-Roa et al.),40x,50,50,3,train,84538a24e0f1b031d0cdb29c7af0e189
